sample_id,input,target
461_1,"It 's amazing , this is arranged already , as expected of Mi fan , good at mislead[good ] Why do n't you say , neo5 beats Samsung s20u",notarget:none:none:none
461_2,"You can search for those digital bloggers , basically all of them have touted [ Khan][Khan][Khan ] Xiaobai has said that neo5 's photos are good in the show more than once",neo5:photos:good:pos
461_3,"Comparing the neo5 with the Redmi K40 , you can see a lot , but comparing with the Xiaomi Mi11 , it is really not comparable , the rank is different",notarget:none:none:none
461_4,"I have seen a lot of KOLs touting the 598 [ Khan ] It 's just that it is a little stronger among the code scanners , and Kol can say it is the king of camera machine . People who do n't know will think it can really beat those real flagships .",598:camera:king:pos
461_5,"KOL is fine , the water army tout more",notarget:none:none:none
462_0,"2k , 888 + , ultrasonic fingerprint . Full blood performance , this is called a small screen flagship , the others can only be called small screen mobile phones !",notarget:none:none:none
462_1,"Mi 12 small screen 1080p , 4500mah , Snapdragon 8Gen1 plus 60W fast charge , I do n't know how the photo is compared with miui13 , I feel that it is only better than 18 have a faster charge .","Mi 12:faster charge:better:pos, 18:faster charge:better:neg, miui13:photo:how:other, Mi 12:photo:how:other"
462_2,What if it was 2k ? And 4500=4000 ? [ doge]8=888 ?,notarget:none:none:none
462_3,"888 and 8gen1 do not compare the peak performance , and the experience is almost the same bad . The 4500 battery and fast charge are indeed hard improvements . But 12 does n't seem to be 2k , it has already divulged .","888:experience:same bad:neg, 8gen1:experience:same bad:neg, 888:battery:hard improvements:pos, 8gen1:fast:hard improvements:pos"
462_4,Then the battery life will screw up . Clearance Sale,notarget:none:none:none
462_5,"888 battery life , you tell me which one is better , iPhone 12 battery life or iPhone 13 battery life , let 's talk about it . You want a small screen , and you also want the battery life of a nuclear power plant [ doge][doge][doge ]","iPhone 12:battery life:better:pos, iPhone 13:battery life:better:pos"
462_6,Just look at the parameters ?,notarget:none:none:none
462_7,"Speaking of experiencing , Meizu is more exciting [ call ] Who is Flyme9 afraid of ? ! If nothing else , the experience of an ultrasonic fingerprint is unmatched by other mobile phones .","Meizu:experiencing:more exciting:pos, Meizu:ultrasonic fingerprint:unmatched by other mobile phones:pos"
463_0,"The image is not as strong as 11u , do n't worry [ laughs without speaking ]",11u:image:not as strong as:pos
463_1,"I 'm dying of laughter , not as strong as ? [ Er Ha ] , that rubbish of Xiaomi , it 's far from this",notarget:none:none:none
463_2,Are you frightened by Zeiss?[Laughing without saying ],notarget:none:none:none
463_3,"In addition to relying on the gn2 Xiaomi can boast , what else can it boast , the imaging is too bad , and that white balance [ two ha ]",Xiaomi:imaging:too bad:neg
463_4,This is the biggest joke I have seen this year [ school season ],notarget:none:none:none
463_5,It turned out you are the Boy of the Blue Factory [ Jerry ],notarget:none:none:none
463_6,"The 11U camera is not as good as the 10U , I have used both , and I finally returned the 11U","11U:camera:not as good as:neg, 10U:camera:not as good as:pos"
464_0,"I feel that 11u and x70pp are almost as good , and they will have their own strengths in different scenes . Other flagships can only be said to be the first echelon but not the top imaging system .","11u:imaging:top:pos, x70pp:imaging:top:pos"
464_1,"x70pp and 11u are not the same level of mobile phones , what is the comparability ?",notarget:none:none:none
464_2,"My God , you are brainwashed do n't come to comment on me , you are directly brainwashed with a Mi 8 🙏 🙏 🙏",notarget:none:none:none
464_3,brainwashing ? Only people with cognitive abilities like you would have such a concept !,notarget:none:none:none
464_4,Xiaomi can not take pictures well,Xiaomi:pictures:not take pictures well:neg
464_5,"You have n't used any top flagship x70pp 11u , you start to quote out of context",notarget:none:none:none
464_6,Ca n't you see so many netizens taking pictures ? ? Do you have to buy a top - of - the - line refrigerator and air conditioner from each brand in order to come to a conclusion ?,notarget:none:none:none
464_7,11U ? Laughed,notarget:none:none:none
464_8,Honor 20Pro ? Laughed,notarget:none:none:none
464_9,It is smoother and more stable than this bad machine in your hand . Are you convinced ? [ cute ],notarget:none:none:none
465_0,The Apple 6S I bought in September 2015 is still running smoothly [ doge ],notarget:none:none:none
465_1,"Come on , if I did n't have a 6sp , I almost believed it",notarget:none:none:none
465_2,"Your 6sp is not good , my 6s is smooth , what does it matter ? Just weird . You can send your 6sp on to see , so that everyone can see why your 6sp is not good , is it because of your person is not good ?",notarget:none:none:none
465_3,"iPhone 8P occasionally feels stuck , 6S still not stuck [ good ]",notarget:none:none:none
465_4,"There is also a 6s that is really smooth . I usually use it for monitoring , and it is smoother than p40p when pulling the bar [ allow sad ]",notarget:none:none:none
465_5,"Come on , it can be used and smooth is not related",notarget:none:none:none
466_0,"The utilization of this folding technique . . . . Others turned the tablet into a mobile phone , increased portability , and expanded the utilization rate of the mobile phone board . Samsung turned the mobile phone into a power bank , just to increase the portability , which is actually useless .","Samsung:folding technique:useless:neg, Samsung:portability:increase:pos"
466_1,"Samsung also has one that unfolds into a tablet . [ Too happy ] Z Fold to understand , Z flip positioning is small and portable , I suggest you still use Huawei",Z flip:positioning:small and portable:pos
466_2,"I really do n't use Samsung . I bought this Black Shark 2 at the same time as my friend 's Samsung . Both are new flagship machine at the same time . As a result , his Samsung is stuck in the glory of the king . Mine smoothness is extreme , and the same 855 cpu , Samsung 's only screen is better than my Black Shark II , the rest is not as good as my Black Shark , the most important point is , the Black Shark II is not as good as the Mi 9 , and the Mi 9 is not as good as Huawei 's Kirin CPU flagship machine with the same performance , poor Samsung !","Huawei:performance:machine:pos, Huawei:performance:not as good as:neg, Mi 9:performance:machine:neg"
466_3,"You can really talk . It 's funny when you compare your gaming phone with others . Why do n't you compare games with a gaming laptop and a MacBook and say that MacBook is garbage ... The reality is that except for a few students who are still in school , not many people will choose the so - called game mobile phone that is stupid , ugly and heavy . Speaking of which , is there any mobile game worth buying a mobile phone to play ?",notarget:none:none:none
466_4,"But it 's beautiful , and it 's super easy to take . I really want to have [ love you ]",notarget:none:none:none
466_5,Samsung Fold series is unfold to tablet,notarget:none:none:none
467_0,"Samsung is because of high pricing , poor heat dissipation , and poor workmanship .","Samsung:pricing:high:neg, Samsung:heat dissipation:poor:neg, Samsung:workmanship:poor:neg"
467_1,"Come on , the poor workmanship can be seen online , smear too low ; poor heat dissipation ? Except for gaming phones such as iqoo and Black Shark , I have not seen any flagship with good heat dissipation , Mi 11U is hotter than S21 ; high price ? Only one Soc for the whole machine ?","Mi 11U:heat dissipation:hotter:neg, S21:heat dissipation:hotter:pos"
467_2,"Take 11u and s21u for comparison , the performance release of s21u ca n't even touch the butt of 11u , how can you tout ? The s21 performance release is even worse . Then there is the workmanship . After the factory moved to Vietnam , did Samsung have any workmanship at all ? The quality control was a mess , and the back cover of my s21u was even stained inside . It is said that the Samsung screen is good , but a good screen needs excellent color management to match , Samsung color management can not be called the first echelon","s21u:performance release:can't even touch the butt:neg, s21:performance release:even worse:neg, Samsung:workmanship:have any workmanship at all:neg, Samsung:quality control:a mess:neg, Samsung:screen:good:pos, Samsung:color management:can not be called the first echelon:other"
467_3,"Indeed , only after using Samsung did I know that the screen is not as good as it is said , and the software color matching is not as good as that of Oppo , and it is far worse than Apple .","Samsung:screen:not as good as it is said:other, Samsung:software color matching:not as good as:neg, Samsung:software color matching:far worse:neg"
467_4,"Poor workmanship [ puzzling ] , Samsung 's poor workmanship [ puzzling ] You can smear others , saying that Samsung 's workmanship is outrageous",Samsung:workmanship:poor:other
467_5,"Have you never used s20 and later Samsung flagships ? After the factory moved to Vietnam , still talked about workmanship ? It 's ridiculous [ School Season ]",notarget:none:none:none
467_6,"It turned out to be the best iPhone user in the world , I 'm sorry , I argued with the wrong person [ tears ] I 'm just a little brother who use san blue , ca n't compare with you",notarget:none:none:none
467_7,Is the price of Samsung 3500 still high ? And Samsung 's workmanship is much better than Xiaomi 's,"Samsung:workmanship:much better:pos, Xiaomi:workmanship:much better:neg, Samsung 3500:price:high:other"
467_8,"Are you not living in China ? The starting price of Samsung s21 is 4999 , and Samsung 's current workmanship is really not much better than your Xiaomi 11",Samsung:workmanship:not much better:neg
468_0,"Xiaomi 's telephoto macro has been out for two years , and it has not been upgraded at all [ laugh haha][laugh haha][laugh haha ]",Xiaomi:telephoto macro:not been upgraded at all:neg
468_1,"Forget it , it 's not good to use at all , it 's just a little bit stronger than ordinary macro , it 's not good to check the pixels [ eat melon ]",notarget:none:none:none
468_2,People who look at pixels every day are neurotic . Xiaomi 's that one is much better than a microscope for taking pictures .,notarget:none:none:none
468_3,"You can really fantasize . Xiaomi 's telephoto macro ca n't shoot micro at all , gt2pro can really shoot micro . An excellent mobile phone should be practical for micro , telephoto , and ultra - wide - angle shooting .","Xiaomi:telephoto macro:can't shoot micro at all:neg, gt2pro:telephoto macro:can really shoot micro:pos"
468_4,"Xiaomi please do n't make a microscope . You can consider telephoto and macro as a slightly advanced lens to make up the number . With the effort to make a microscope , is n't it better to make a telephoto ? [ eat melon ] [ eat melon ] [ eat melon ]",notarget:none:none:none
468_5,You think it 's useless does n't mean everyone does n't need it,notarget:none:none:none
468_6,"But the pioneer , leading the telephoto macro",notarget:none:none:none
468_7,"It 's just garbage . I 'm telling you that if you want to shoot well , you must use a stabilizer , and turn on the lights . With these , you will find that use the main camera zooms is the same .",notarget:none:none:none
469_0,"With Lei Jun 's character , Xiaomi is said to have neither this nor that , and I believe that he will fight back with strength .",notarget:none:none:none
469_1,"Just like Xiaomi was told that it 's charge , take pictures , sound quality , and screen is bad . Now it 's doing very well in these aspects .","Xiaomi:charge:bad:neg, Xiaomi:take pictures:bad:neg, Xiaomi:sound quality:bad:neg, Xiaomi:screen:bad:neg"
469_2,"Come on , the same 120 fast charge VIVO will be fully charged in 15 minutes , and Xiaomi half of it has not been charged yet , take a photo freeze once per five seconds , it is recommended to refer to the "" Xiaomi Bible "" for Harman Kardon sound quality , the Harman is gone , just the rest is stuck . And the screen ? ? Samsung 's screen is not made by Xiaomi . I really do n't know what to brag . Buy other people 's things and then brag yourself and sell it yourself ?","Xiaomi:take a photo:freeze once per five seconds:neg, Xiaomi:sound quality:stuck:neg, VIVO:fast charge:fully charged in 15 minutes:pos, Xiaomi:fast charge:has not been charged:neg"
469_3,You seem to have used it ?,notarget:none:none:none
469_4,"If you do n't like it , do n't come to find a sense of existence , you can directly past it , dear",notarget:none:none:none
469_5,"Xiaomi Changjiang Fund participates in the reorganization of Datang Telecom , Datang 's automotive - grade chips , things need to be linked together",notarget:none:none:none
470_0,"To be honest , the 11u has fewer shortcomings and more bucket than the x70pro+ . The x70pro+ is obviously a bit of partial section , but the imaging system and screen are really good .","11u:shortcomings:fewer:pos, x70pro+:shortcomings:fewer:neg, x70pro+:system:good:pos, x70pro+:screen:good:pos"
470_1,"11u is also very good in these two aspects , but the image stabilization of 11u is definitely not as good as that of x70pro+ , but it should be able to beat x70pro+ in other aspects .","x70pro+:image stabilization:good:pos, 11u:image stabilization:good:neg"
470_2,"About the main camera , they should have its own strengths and weaknesses . I think vivo wins in algorithm . The rest of the lens x70pp is a bit economical . In general , I think Zeiss is definitely good at improving the image . The main camera image should be stronger than 11u , but it is equal . The rest of the lenses are hard to say . This time , the x70pp focuses on portraits , which should be very strong . It is more suitable for girls to go out and take pictures .","vivo:algorithm:wins:pos, x70pp:main camera image:stronger:pos, 11u:main camera image:stronger:neg, x70pp:portraits:very strong:pos, x70pp:take pictures:more suitable:pos, x70pp:lens:a bit economical:neg"
470_3,"The screen should be 11u slightly better ? 2k should be better than vivo 's E5 luminous material , it seems that the screen of x70pro+ should be the same as iqoo8pro ?",11u:screen:slightly better:pos
470_4,"I only feel that the screen has an advantage , the imaging system is not as complete as the 11 , and the charge and battery is also average",11:system:not as complete as:pos
470_5,The four anti - shake lenses do make itself known outside of fixed circle,notarget:none:none:none
470_6,"In my impression , the 11u only has an ultra - wide and no stabilizer , but I do n't have such high requirements for the stabilization of this lens for video recording , and the main shooter and telephoto are the most lacking .","11u:main shooter:most lacking:neg, 11u:telephoto:most lacking:neg"
470_7,Where is partial,notarget:none:none:none
471_0,"I have been using Apple 11 for more than two years , and I am still struggling with 4 G signals . I really want to change to an Android flagship , but I feel that none of them is good so far . Should I use Apple again ?",Apple 11:signals:struggling:neg
471_1,"Choose the one you like , anyway , the 888 and the new 8 manufacturers are similar , otherwise you will wait for the Dimensity 9000[doge ]",notarget:none:none:none
471_2,I heard that oppo find will use MediaTek,notarget:none:none:none
471_3,Do n't change your phone for 5 G,notarget:none:none:none
471_4,Mainly Apple 11 's signal is too poor,Apple 11:signal:poor:neg
471_5,"Bought 5 g , still using 4 g",notarget:none:none:none
472_0,P50Pro is so strong ?,notarget:none:none:none
472_1,Is n't MOTO even more surprising ? [ Doge ],notarget:none:none:none
472_2,Why are you surprised ? Is n't this the most basic feature of the native - like system ?,notarget:none:none:none
472_3,I heard that the 870 of moto run slowly [ doge ],moto:870:run slowly:neg
472_4,"It has always been , but the screen is too bad",notarget:none:none:none
472_5,"New Zhou Dongyu , it is not excellent ! But definitely not bad !",notarget:none:none:none
472_6,Even not as good as Xiaomi civi . Poor color and clarity,notarget:none:none:none
472_7,"Except for 4 g , p50p basically has no disadvantages , except for those who insist on the pursuit of the top screen",notarget:none:none:none
473_0,"Quit+1 , I feel that Huawei charges fast , takes pictures well , smooth , accurate positioning , good signal , large battery , Meizu 's system is very user - friendly , the phone is thin , and I want to use it back","Huawei:charges:fast:pos, Huawei:takes pictures:well:pos, Huawei:positioning:accurate:pos, Huawei:signal:good:pos, Huawei:battery:large:pos, Meizu:system:very user-friendly:pos"
473_1,"Oh oh , Huawei is good , and the price is very good",Huawei:price:very good:neg
473_2,"Irony me , you know it 's uncomfortable when Meizu green screen , of course you have n't experienced it",notarget:none:none:none
473_3,"You will know how uncomfortable it is when the Honor have a green screen . Of course , you have never encountered it before . Does this sound familiar ? Hey , mobile phone , bro , it is normal to have problems . Who told you that the brand of Honor never has quality problems ? I like Huawei quite a bit , stop fighting",notarget:none:none:none
473_4,"Flyme we can see that the idea is very good , but the workmanship is too rough , so I wo n't go back",notarget:none:none:none
473_5,"Quick search on the side , the bullet screen notification in the game is really good to use",notarget:none:none:none
473_6,So you use Mate20,notarget:none:none:none
474_0,"Everyone , how does it compare to the 10pro ? My last phone was 10pro , and the current one is 11u . I am not satisfied with this speaker , and I am struggling with the speaker performance of the 12pro .",11u:speaker:not satisfied:neg
474_1,"I do n't feel how much the 12pro 's speakers have improved . The most uncomfortable thing is the way it is arranged . Watching videos and playing games on the horizontal screen will always block one , which is very uncomfortable . I tested it myself .","12pro:speakers:don't feel:other, 12pro:way it is arranged:uncomfortable:neg"
474_2,"10pro is really more uncomfortable , both are covered",notarget:none:none:none
474_3,"Adjust 10Pro speaker to human voice mode , completely beat the 12Pro","10Pro:human voice mode:completely beat:pos, 12Pro:human voice mode:completely beat:neg"
474_4,"10pro is the best , everything else sounds stiff",notarget:none:none:none
474_5,The 12Pro definitely sounds better than the 10s 10Pro . You can go offline to compare,notarget:none:none:none
475_0,My 865 Continue to serve,notarget:none:none:none
475_1,"The 10u stable version was upgraded to 12 minor versions the day before yesterday , and it feels that the battery life is OK again [ allow sad ]","10u:battery life:OK again:pos, 12:battery life:OK again:pos"
475_2,"Want to change 10U ,",notarget:none:none:none
475_3,"Thick and heavy [ doge ] The screen is not very good , that 's all these little problems",notarget:none:none:none
475_4,"Mi 10 hold on for a while , and then change the battery [ doge ]",notarget:none:none:none
475_5,How to check the battery health [ question ],notarget:none:none:none
475_6,"To call the system log , this software is inaccurate",notarget:none:none:none
475_7,Use 855 is so miserable,notarget:none:none:none
475_8,"855 is actually not bad , it okay for daily use",855:daily use:okay:other
475_9,"Hahaha indeed , if you play the glory of king , you have to lower the picture quality by a notch",notarget:none:none:none
476_0,"Do n't , the 18w of that year has been passed down for several years [ eat melon ]",notarget:none:none:none
476_1,"So now MIUI should be scolded , maybe the bug will be fixed [ laughs without speaking ]",notarget:none:none:none
476_2,"Recently , fans of other brands who help me to scold MIUI feel a lot less , a little panic [ bitter ] [ bitter ] I hope they can tirelessly to scold MIUI day and night , so that I can use a smooth , stable system with more functions","MIUI:system:so that I can use a smooth, stable:neg"
476_3,Hahaha ... awesome,notarget:none:none:none
476_4,"In the past , the ancestral taking pictures was poor [ doge ]",notarget:none:none:none
476_5,"[ eat melon ] It 's like it taking pictures good now , I ca n't focus when I scan a code",notarget:none:none:none
476_6,"It 's not really , the k30u garbage camera ca n't take pictures well , scan the code is good , it 's very fast [ doge][doge ]","k30u:camera:garbage:neg, k30u:take pictures:can't take pictures well:neg, k30u:scan the code:good:pos, k30u:scan the code:very fast:pos"
476_7,"As we all know , Xiaomi changed after being scolded .",notarget:none:none:none
476_8,"This is true . I hated him for being slow in charging at the beginning , sticking to 1999 and not daring to use new technologies . As a result , all the places that were scolded at the time are changed now [ doge][doge ]",notarget:none:none:none
477_0,"When the K40 is charging , the back cover is very hot and the power consumption is also very serious , Miui12.5.6 battery problem or system optimization problem ? This is a new machine","K40:charging:very hot:neg, K40:power consumption:very serious:neg"
477_1,"Also , from Xiaobai 's data K40 battery life is not weak",K40:battery life:not weak:pos
477_2,"I guess it 's fake . After WLAN connection , 10 minutes lose one power , it is very fast . It 's not as good as my K20pro , which has been soaked in water and used for two years .",notarget:none:none:none
477_3,Is there a problem with one power lost in ten minutes ? Is n't it normal ? It of course will drop when your screen is on,notarget:none:none:none
477_4,"Apple 's 20w charging is hot , let alone 67w",Apple:charging:hot:neg
477_5,K40 33W,notarget:none:none:none
477_6,"Want to charge quickly , but do n't want it to heat up . It 's hard to do .",notarget:none:none:none
477_7,"Fast charging , fast power consumption , how to explain this",notarget:none:none:none
478_0,"I also have these requirements , and then bought p30 , just found a second - hand [ wit ] 6 + 128 , 10 sheets",notarget:none:none:none
478_1,"I am also a P30 user , and I am also waiting for a small screen mobile phone . Wait is there a Dimensity 9000 or 8000 later ?",notarget:none:none:none
478_2,I feel that it can still fight inside,notarget:none:none:none
478_3,"P30 can still work , Hongmeng is very smooth , but 128 G is not big enough",notarget:none:none:none
478_4,"I heard that the camera is blurry after the p30 series upgraded to Hongmeng , do you have this problem ?",p30 series:camera:blurry:neg
478_5,1000 really ?,notarget:none:none:none
479_0,"400 million to 500 million in only 10 months , will 600 million be far away ?",notarget:none:none:none
479_1,"I do n't know how far it is , but with this kind of miui , if I buy Xiaomi next time , I 'm a 🐶",notarget:none:none:none
479_2,"Like you , I have used a few Mi and am very satisfied . But this Mi 11 has been used for a week and I want to smash it , this is the last one",notarget:none:none:none
479_3,"Tell a joke . The flagship machine with more than 5,000 yuan has been used for two months . It dropped frames when playing games , killed the background and even killed the music app , songs just gone when I listen to music . There are endless bugs . Stuck interface , black screen , screen out of control , ui charging , price diving compensation to send earphones , the connection between earphones and mobile phones is all bugs , I 'm obviously wearing earphones , it reminds me that I am not wearing earphones , ca n't reduce noise , the mobile phone does not display the power of the earphone box , ca n't control the earphones ' power situation , this is the Xiaomi 's optimization of two years .",notarget:none:none:none
479_4,Set a small goal [ Laughing without saying ],notarget:none:none:none
479_5,"Set a small goal first , such as earning 100 million first . — — Wang Jianlin [ flowers ] @ Xiaomi serves those things @ Xiao Ai classmate Ai @ Xiaomi company [ dig nose ]",notarget:none:none:none
480_0,"I hope this 870 model can do a good job of cooling , do n't make a copper pipe like the k40",k40:cooling:a copper pipe:neg
480_1,"Hardware heat dissipation is not the main problem of Xiaomi , it is enough to change the metal middle frame and add a copper plate . The main problem is MIUI . It is so bloated that if I do n't open or use many things , it will cause the mobile phone to switch pages and applications to drop frames and freeze . The continuous switching of pages under high load MIUI ca n't support it , and it will soon drop frames and freeze and the touch is not working , especially with the 888 . The 11p I sold is said to have excellent heat dissipation , but it is still the same , and the experience is not as good as the k30p .","Xiaomi:MIUI:bloated:neg, Xiaomi:MIUI:can't support it:neg, 11p:heat dissipation:same:neg, 11p:experience:not as good as:neg, k30p:experience:not as good as:pos"
480_2,"This year 's 888 , I know all of these , plus the negative optimization of the system , of course not work , I also want to change to other brands , but I am used to using Xiaomi . I have been very tolerant of Xiaomi Mi 10 now . I have changed the battery , and it will not be a problem to fight for another year . MIUI is indeed very bloated , and some functions are not even usable . I also suggested deleting some functions .","888:system:negative optimization:neg, Xiaomi:MIUI:indeed very bloated:neg"
480_3,"Seriously , do n't hesitate to change it directly . I have used Xiaomi for 6 years in a row , and I have never changed a mobile phone of another brand . I do n't know how much I have used the flagship from Xiaomi , I just watched miui getting worse and worse , I still wait and see for a while to see if MIUI can be better , and then I 'll buy it again if it become good .",Xiaomi:miui:worse:neg
480_4,"Compared with the 10s , which one has better heat dissipation ?",notarget:none:none:none
480_5,"The 10s is better . The Mi 10 in my hand has good heat dissipation . At the K40 conference , there was no mention of heat dissipation . You can download the mobile phone performance ranking for reference . There are relatively complete parameters .",Mi 10:heat dissipation:good:pos
481_0,"I read your Weibo every day just for the news of Samsung s22u [ tears ] ! Lack of machine [ allow sad ] , the s21u beats the current machine , the texture is very good , the material is stacked a lot , the industrial design of the camera screen is very top , the domestic machine is really not good [ allow sad ] [ allow sad ]","s21u:texture:very good:pos, s21u:material:stacked a lot:pos, s21u:camera:very top:pos, s21u:screen:very top:pos, s21u:industrial design:very top:pos"
481_1,"I heard people say that the screen of Samsung S21U is not as comfortable as the screen of Xiaomi 10Pro indoors ? They also said Samsung 's 100 million pixels is not as good as Xiaomi 's , and the tenx optical zoom is not very good ?","Samsung S21U:screen:not as comfortable as:neg, Xiaomi 10Pro:screen:not as comfortable as:pos, Samsung:pixels:not as good as:neg, Xiaomi:pixels:not as good as:pos"
481_2,"Xiaomi is the sky , only xiaomi is the best in the world [ doge ]",notarget:none:none:none
481_3,"The domestic machines are almost all garbage , mainly because the industrial design is unimaginable bad . No matter how awesome the parameters are , it will screw up as soon as you get started in your hand , and both feel and workmanship are a mess . Needless to say s21u , as long as you go to a physical store to experience even s21 or s21 + , you do n't want to touch the domestic machine anymore .","domestic machines:industrial design:unimaginable bad:neg, domestic machines:feel:a mess:neg, domestic machines:workmanship:a mess:neg, domestic machines:parameters:No matter how awesome:pos"
481_4,I agree with your opinion [ like ] [ like ],notarget:none:none:none
481_5,"Except there is no push and background management garbage , it 's just perfect [ two ha][two ha][two ha ]",notarget:none:none:none
482_0,"The performance release of Xiaomi Mi 12 is really bad , I believe it if you say it is the Snapdragon 855",Xiaomi Mi 12:performance release:bad:neg
482_1,"Anyway , it 's not your money that you lose by burning wifi ! What 's wrong with being conservative ?",notarget:none:none:none
482_2,Then do n't advertise powerful performance . This scheduling is not strong,notarget:none:none:none
482_3,"Everyone else is bragging , if Xiaomi does n't brag , would n't it be a loss ? Whether it is Master Kong or Uni - President , is n't the outer packaging of instant noodles are all beautifully painted ? You are stupid , believe in the propaganda of the merchants , and blame Xiaomi ? [ pick nose ]",notarget:none:none:none
482_4,"So conservative in winter , I ca n't think of it in summer",notarget:none:none:none
482_5,"Go away , my 855 could n't be that bad [ doge][doge][doge ]",notarget:none:none:none
483_0,"Double Eleven 2000 - 3000 , which one is the most worth buying ? [ doge ]",notarget:none:none:none
483_1,I think realme gt master explore edition,notarget:none:none:none
483_2,Hand - held oneplus 5 user decisively change,notarget:none:none:none
483_3,Handheld GT Master Exploration Edition,notarget:none:none:none
483_4,"Master exploration can take pictures and play games , all - round","Master exploration:take pictures:all-round:pos, Master exploration:games:all-round:pos"
483_5,I heard that the battery life is not good [ laugh cry ],notarget:none:none:none
483_6,"Let 's see it after , in addition to the new phones , the old flagships will also reduce price .",notarget:none:none:none
483_7,Huawei 's mate series will cut prices [ question ],notarget:none:none:none
484_0,Redmi k50pro+ and findx5 who has better texture,findx5:better:texture:pos
484_1,the latter,notarget:none:none:none
484_2,"Did n't you say that the K50 standard version will also be available this time , but Lu said it wo n't ...",notarget:none:none:none
484_3,"If you want to compare the texture , you need Xiaomi to compare with the oppo flagship , redmi is indeed a bit worse","Xiaomi:texture:compare:other, redmi:texture:a bit worse:neg"
484_4,Lu 's knife skills are too accurate [ laughs without speaking ],notarget:none:none:none
484_5,Do you still need to ask this question ?,notarget:none:none:none
485_0,I 'm curious as to what OPPO phone can be used for 4 years ? Next time I will buy this series too .,notarget:none:none:none
485_1,"It is said that the Snapdragon 7 series is very stuck after a long time . My Mi 9se6 + 128 has been used for 2 and a half years , and it is quite good . You can buy Xiaomi [ doge ]",notarget:none:none:none
485_2,"In fact , everyone 's needs are different . For a heavy user like me , 8 g of RAM is not enough so far , the running speed of the 870 is alright , but it wo n't last until next year [ allow sad ] [ allow sad ]",870:running speed:alright:other
485_3,"If I use the 870 , I should be able to use it for at least 3 years . At present , I will definitely not consider the Snapdragon 8 . The Xiaomi Mi 12X is my favorite small - screen flagship [ doge ]",Xiaomi Mi 12X:small-screen:favorite:pos
485_4,"OPPO vivo 's phones are really durable . I see a lot of people use it for years . I used to say it is high price and low configuration . I look down upon it , either . It turned out I found that the quality is really good . But there is no playability . Xiaomi has high playability . But not stable . Those who want to use it for a few years . I do n't bring it , I recommend using xiaomi .","OPPO vivo:quality:good:pos, Xiaomi:playability:high:pos"
485_5,"Vivoz27 , that lift one , one of my classmates bought it since it was released , and he still use it now [ two ha ]",notarget:none:none:none
485_6,"My brother is still using the vivo x6 , but the battery is not good . I saw a colleague using it and laughed at him , but he still wo n't change it unless he ca n't use it anymore . Now his mobile phone 's camera ca n't work well .",vivo x6:battery:not good:neg
485_7,My mix1 has been used for more than 5 years and I am still using it . Buy Xiaomi next time [ doge ],notarget:none:none:none
485_8,"Cool [ doge ] , my mix2 will be four years old , and I will replace it with 618 next year .",notarget:none:none:none
485_9,I plan to change this year[doge ],notarget:none:none:none
486_0,"[ Yunbei ] I did n't buy a flagship machine , but I also used a few R series ( r5 r9 r15x ) I really think it 's good , provided do n't play games . I basically use each R series for 3 years . Although this one does get stuck when I open the APP , it is still very smooth after it is opened , and the battery is relatively sufficient . About signal , basically , when my friends have no signal , I can still make calls and use data traffic . As for durability , I have dropped it many times anyway . Now it 's okay to say it 's a new phone","R series:battery:relatively sufficient:pos, R series:signal:relatively sufficient:pos"
486_1,"That is right , very good , I have used one for 7 years and it is not bad , it is too powerful",notarget:none:none:none
486_2,"[ Allow sad ] My r9 can fight again if I change the battery . I hope OPPO will continue to maintain this quality and then work harder . Now I want to change to the x3 find series , it seems better",OPPO:quality:continue to maintain:pos
486_3,"That 's right , the r9 was already waterproof in those days . I dropped it once into the bucket and picked it up immediately , nothing happened [ laugh cry ] But OPPO 's new products are updated too fast , sometimes I just bought one for a few months at the beginning of the year , and then they released an new model [ laughs cry ] [ allow sad ]",r9:waterproof:nothing happened:pos
486_4,"[ Erha ] I have never repaired it during my use of OPPO . My last r9 can still be used , but the battery is not good and the consumption is relatively fast . The r15x in my hand has no other problems except running slow a little . It has been used for 3 years .",r9:battery:not good:other
486_5,"[ Yunbei ] So I feel like I 'm still a fan of OPPO . As for the photo shoot , I think it 's just average . Maybe it 's because I have n't uuse the flagship ? [ Erha ] Maybe I 'm not very good at taking pictures , anyway , the pictures are not good","OPPO:photo shoot:just average:other, OPPO:pictures:not good:neg"
487_0,"During this time , I ca n't see the 12 tests , all is pro . A little speechless , I wanted to see the test of 12 's Sony 766 , and how is the battery life , but there is no test for several days . Going to the physical store , the feel is okay , and seeing ordinary users online said that the battery life is average . It needs to be considered whether it is worth buying , after all , there are a lot of new machines in January [ doge ]","12:feel:okay:pos, 12:battery life:average:other"
487_1,"Soon , many people have just got their mobile phones , you can wait Dami for test , his video is in the process of production",notarget:none:none:none
487_2,Dami ? His Xiaomi machine video has no reference value,notarget:none:none:none
487_3,... please prove how wrong he is,notarget:none:none:none
487_4,It seems that there is no 12 in the media machine given .,notarget:none:none:none
487_5,"I see that some test people have , but they only explain 12pro",notarget:none:none:none
487_6,6 and a half hours of maximum brightness,notarget:none:none:none
487_7,"Data traffic ? You use daily , or play games , or wifi .",notarget:none:none:none
488_0,"If it is 3999 , why not buy Xiaomi 11pro 3699 ?",notarget:none:none:none
